Time,Source,Target,Amount,Location,Type,Labels
2176,S11049,T1049,700,L100,TP129,0
2177,S11462,T1013,2,L102,TP108,0
2178,S11462,T1013,3,L102,TP108,0
2179,S11462,T1038,16.4,L102,TP125,1
2180,S11462,T1038,16,L102,TP125,0
2181,S10867,T1008,11.93,L100,TP105,2
2182,S11463,T1022,6,L102,TP118,2
2183,S11464,T1000,56.93,L100,TP100,2
2184,S10867,T1008,11.92,L100,TP105,2
2185,S11336,T1127,83.52,L100,TP134,1
2186,S11465,T1025,70,L102,TP150,2
2187,S11466,T1013,65,L102,TP108,2
2188,S10981,T1013,10.07,L102,TP108,2
2189,S11467,T1034,786.19,L110,TP120,2
2190,S11059,T1008,11.9,L100,TP105,2
2191,S11048,T1137,1475,L143,TP130,0
2192,S10206,T1013,7,L102,TP108,0
2193,S10206,T1013,5.23,L102,TP108,0
2194,S11037,T1036,3,L102,TP125,0
2195,S11037,T1036,3,L102,TP125,1
2196,S11037,T1036,23.43,L102,TP125,0
2197,S11037,T1036,23.4,L102,TP125,1
2198,S11468,T1038,2.7,L102,TP125,2
2199,S11469,T1004,27.8,L102,TP158,2
2200,S10030,T1002,59,L100,TP102,2
2201,S10027,T1002,56,L100,TP102,2
2202,S11462,T1038,1.46,L102,TP125,1
2203,S11462,T1038,1.47,L102,TP125,0
2204,S11470,T1066,76.23,L110,TP116,2
2205,S11471,T1022,2.85,L102,TP118,2
2206,S11336,T1059,153.62,L121,TP126,1
2207,S11472,T1100,0.03,L102,TP157,2
2208,S11336,T1127,113.4,L100,TP134,1
2209,S11473,T1045,5,L106,TP108,2
2210,S10027,T1002,53,L100,TP102,2
2211,S11100,T1013,20.36,L102,TP108,2
2212,S10037,T1000,11.98,L100,TP100,2
2213,S11474,T1003,10.48,L100,TP100,2
2214,S11475,T1138,44.91,L100,TP103,2
2215,S10867,T1008,11.97,L100,TP105,2
2216,S11336,T1001,221.67,L101,TP101,1
2217,S11476,T1000,123.52,L100,TP100,2
2218,S11477,T1000,85.76,L100,TP100,2
2219,S11478,T1000,36.68,L100,TP100,2
2220,S11336,T1047,95.46,L100,TP116,1
2221,S11479,T1139,440,L106,TP144,2
2222,S11059,T1008,11.9,L100,TP105,2
2223,S11480,T1015,1088.9,L100,TP110,2
2224,S11481,T1013,9,L102,TP108,2
2225,S11482,T1002,59,L100,TP102,2
2226,S11483,T1002,4.75,L100,TP102,2
2227,S11480,T1015,8,L100,TP110,2
2228,S11484,T1026,21.96,L110,TP100,2
2229,S10385,T1140,307,L144,TP138,0
2230,S10385,T1140,300,L144,TP138,0
2231,S11462,T1038,17.03,L102,TP125,0
2232,S11485,T1013,11.3,L102,TP108,2
2233,S11462,T1038,20.02,L102,TP125,0
2234,S11486,T1004,109.01,L102,TP134,2
2235,S10385,T1013,7.3,L102,TP108,0
2236,S10385,T1013,7.36,L102,TP108,0
2237,S11462,T1013,2,L102,TP108,0
2238,S11462,T1013,3,L102,TP108,0
2239,S11462,T1013,9,L102,TP108,0
2240,S11487,T1086,5,L102,TP141,2
2241,S11482,T1002,54,L100,TP102,2
2242,S11488,T1000,57.74,L100,TP100,2
2243,S11489,T1141,7,L100,TP130,0
2244,S11489,T1141,1.31,L100,TP130,0
2245,S11489,T1141,2.9,L100,TP130,0
2246,S11489,T1141,2,L100,TP130,0
2247,S11489,T1141,1.9,L100,TP130,0
2248,S11489,T1141,1,L100,TP130,0
2249,S11489,T1141,2.7,L100,TP130,0
2250,S11489,T1141,0,L100,TP130,0
2251,S11490,T1037,182.49,L100,TP126,2
2252,S11491,T1003,42.08,L100,TP100,2
2253,S10867,T1008,11.99,L100,TP105,2
2254,S11336,T1142,113.7,L100,TP134,1
2255,S11336,T1142,113.1,L100,TP134,1
2256,S11492,T1125,53.4,L100,TP120,2
2257,S11336,T1011,3,L102,TP108,1
2258,S10242,T1053,35.57,L106,TP125,2
2259,S11493,T1004,9,L102,TP116,2
2260,S10867,T1008,11.9,L100,TP105,2
2261,S11494,T1127,113,L100,TP134,0
2262,S11494,T1127,113.1,L100,TP134,0
2263,S11494,T1001,220.54,L101,TP101,0
2264,S11495,T1013,13.45,L102,TP108,2
2265,S11494,T1047,171.1,L100,TP116,0
2266,S11496,T1002,229.91,L100,TP102,2
2267,S11495,T1013,3,L102,TP108,2
2268,S11497,T1000,41.96,L100,TP100,2
2269,S10867,T1008,11.95,L100,TP105,2
2270,S11498,T1084,133,L100,TP100,2
2271,S11499,T1022,0,L102,TP118,2
2272,S11500,T1008,149.97,L100,TP105,2
2273,S10867,T1008,11.91,L100,TP105,2
2274,S11501,T1022,1,L102,TP118,2
2275,S10425,T1000,21.3,L100,TP100,2
2276,S10622,T1013,3,L102,TP108,2
2277,S11502,T1003,266,L100,TP100,2
2278,S11336,T1013,4,L102,TP108,1
2279,S11503,T1022,1.35,L102,TP118,2
2280,S11504,T1004,5,L102,TP116,2
2281,S11505,T1045,171.61,L106,TP108,2
2282,S11506,T1013,10,L102,TP108,2
2283,S11507,T1029,636.97,L110,TP102,2
2284,S11482,T1029,29.09,L110,TP102,2
2285,S11508,T1004,956.5,L102,TP120,2
2286,S11102,T1019,14.6,L107,TP108,0
2287,S11509,T1000,85.65,L100,TP100,2
2288,S11510,T1000,70,L112,TP100,2
2289,S11511,T1000,65.9,L100,TP100,2
2290,S11512,T1023,15.08,L112,TP120,2
2291,S10073,T1143,24.93,L112,TP115,0
2292,S11513,T1023,10.47,L112,TP120,2
2293,S11499,T1022,5,L102,TP118,2
2294,S11334,T1013,14.56,L102,TP108,2
2295,S11514,T1000,35.54,L100,TP100,2
2296,S11049,T1037,168.55,L100,TP126,0
2297,S11203,T1008,11.94,L100,TP105,2
2298,S11515,T1022,1.66,L102,TP118,2
2299,S11203,T1008,11.97,L100,TP105,2
2300,S11516,T1013,23,L102,TP108,2
2301,S11517,T1000,103.58,L100,TP100,2
2302,S11518,T1022,9,L102,TP118,2
2303,S11519,T1088,13,L100,TP125,2
2304,S10085,T1008,11.92,L100,TP105,2
2305,S11520,T1013,24.96,L102,TP108,2
2306,S10385,T1013,8.16,L102,TP108,0
2307,S10385,T1013,8.11,L102,TP108,0
2308,S11203,T1008,11.98,L100,TP105,2
2309,S11521,T1022,0,L102,TP118,2
2310,S11522,T1144,55,L102,TP112,2
2311,S11523,T1145,59.99,L102,TP112,2
2312,S11524,T1003,60.2,L100,TP100,2
2313,S11525,T1016,27.02,L106,TP111,2
2314,S11526,T1023,0.18,L100,TP120,2
2315,S11516,T1013,8.4,L102,TP108,2
2316,S10718,T1037,168.57,L100,TP126,0
2317,S11527,T1023,3.92,L100,TP120,2
2318,S11175,T1003,0,L100,TP100,2
2319,S11528,T1023,1.15,L100,TP120,2
2320,S10742,T1023,9.35,L100,TP120,0
2321,S11529,T1023,3.79,L100,TP120,2
2322,S11530,T1000,1.9,L100,TP100,2
2323,S11046,T1111,84.74,L102,TP125,0
2324,S11531,T1000,19.36,L100,TP100,2
2325,S10752,T1023,0,L100,TP120,0
2326,S11532,T1023,0.6,L100,TP120,2
2327,S11226,T1008,11.91,L100,TP105,2
2328,S11038,T1023,34.09,L100,TP120,0
2329,S11533,T1023,3.46,L100,TP120,2
2330,S11534,T1023,0.5,L100,TP120,2
2331,S10739,T1023,10.37,L100,TP120,0
2332,S10078,T1008,11.93,L100,TP105,2
2333,S10040,T1000,26.99,L100,TP100,2
2334,S11535,T1053,99,L106,TP125,2
2335,S11536,T1023,12.4,L100,TP120,2
2336,S11537,T1023,0.9,L100,TP120,2
2337,S11538,T1013,10.56,L102,TP108,2
2338,S11539,T1023,5.3,L100,TP120,2
2339,S11540,T1013,7.79,L102,TP108,2
2340,S10615,T1023,2.95,L100,TP120,0
2341,S11541,T1023,3.4,L100,TP120,2
2342,S11542,T1023,60.9,L100,TP120,2
2343,S11543,T1023,10.14,L100,TP120,2
2344,S11544,T1023,0.3,L100,TP120,2
2345,S11545,T1023,19,L100,TP120,2
2346,S10977,T1023,0.48,L100,TP120,0
2347,S11546,T1023,7.11,L100,TP120,2
2348,S11547,T1023,9.39,L100,TP120,2
2349,S11548,T1023,9.32,L100,TP120,2
2350,S11549,T1023,3.4,L100,TP120,2
2351,S10196,T1025,32.95,L102,TP112,2
2352,S11550,T1023,6.99,L100,TP120,2
2353,S11551,T1023,17.1,L100,TP120,2
2354,S10385,T1013,5.48,L102,TP108,0
2355,S11098,T1013,18.16,L102,TP108,2
2356,S10085,T1008,11.9,L100,TP105,2
2357,S11552,T1023,1.01,L100,TP120,2
2358,S10887,T1023,15.09,L100,TP120,0
2359,S11553,T1019,4.17,L107,TP108,2
2360,S11554,T1023,0.8,L100,TP120,2
2361,S11555,T1105,50,L134,TP114,2
2362,S10630,T1023,28.86,L100,TP120,0
2363,S11556,T1004,3.19,L102,TP141,2
2364,S10867,T1008,11.92,L100,TP105,2
2365,S11557,T1023,20.91,L100,TP120,2
2366,S10489,T1008,11.94,L100,TP105,2
2367,S11558,T1023,0.59,L100,TP120,2
2368,S11559,T1023,2.66,L100,TP120,2
2369,S11560,T1023,9.1,L100,TP120,2
2370,S11561,T1023,12.21,L100,TP120,2
2371,S10775,T1023,54.09,L100,TP120,0
2372,S11562,T1023,3.47,L100,TP120,2
2373,S11563,T1002,52,L100,TP102,2
2374,S10591,T1023,0.7,L100,TP120,2
2375,S11564,T1013,8.22,L102,TP108,2
2376,S11565,T1023,1.44,L100,TP120,2
2377,S11566,T1013,12.1,L102,TP108,2
2378,S11567,T1023,6.97,L100,TP120,2
2379,S11568,T1023,10.56,L100,TP120,2
2380,S11569,T1023,56.04,L100,TP120,2
2381,S10426,T1004,96.99,L102,TP132,2
2382,S11570,T1023,0.38,L100,TP120,2
2383,S10941,T1023,13.12,L100,TP120,0
2384,S11571,T1023,206.59,L100,TP120,2
2385,S10622,T1013,2,L102,TP108,2
2386,S11026,T1023,7.42,L100,TP120,0
2387,S11572,T1023,0.98,L100,TP120,2
2388,S10728,T1023,11.52,L100,TP120,0
2389,S10605,T1023,53.64,L100,TP120,0
2390,S11573,T1023,35.24,L100,TP120,2
2391,S10965,T1023,1.5,L100,TP120,2
2392,S10682,T1023,17.22,L100,TP120,0
2393,S11574,T1013,16,L102,TP108,2
2394,S11575,T1061,416,L100,TP116,2
2395,S11576,T1023,0.7,L100,TP120,2
2396,S11577,T1023,7.89,L100,TP120,2
2397,S11578,T1023,16.08,L100,TP120,2
2398,S10867,T1008,11.98,L100,TP105,2
2399,S10967,T1023,5.3,L100,TP120,2
2400,S11579,T1023,4.56,L100,TP120,2
2401,S11580,T1023,0.14,L100,TP120,2
2402,S11581,T1023,14.94,L100,TP120,2
2403,S11582,T1023,8.17,L100,TP120,2
2404,S11583,T1004,7.93,L102,TP151,2
2405,S11584,T1023,0.21,L100,TP120,2
2406,S10577,T1023,1.5,L100,TP120,0
2407,S11585,T1023,15.86,L100,TP120,2
2408,S11586,T1023,0.48,L100,TP120,2
2409,S11587,T1023,0.5,L100,TP120,2
2410,S10385,T1013,40,L102,TP108,0
2411,S10206,T1013,5.27,L102,TP108,0
2412,S11588,T1000,14.83,L100,TP100,2
2413,S11589,T1004,129.97,L102,TP133,2
2414,S10702,T1023,621.74,L100,TP120,2
2415,S10030,T1002,51,L100,TP102,2
2416,S11045,T1023,2.82,L100,TP120,2
2417,S10073,T1069,4.92,L124,TP117,0
2418,S11590,T1023,3.72,L100,TP120,2
2419,S11022,T1023,50.34,L100,TP120,0
2420,S10592,T1008,11.98,L100,TP105,2
2421,S10073,T1069,83.45,L124,TP117,0
2422,S11591,T1023,0.45,L100,TP120,2
2423,S11592,T1023,3.61,L100,TP120,2
2424,S11049,T1097,49.6,L102,TP106,0
2425,S11593,T1004,57,L102,TP114,2
2426,S10718,T1037,60.48,L100,TP126,0
2427,S11594,T1023,9.36,L100,TP120,2
2428,S11595,T1023,14.93,L100,TP120,2
2429,S11596,T1023,1.04,L100,TP120,2
2430,S10206,T1013,5.22,L102,TP108,0
2431,S10636,T1000,17.26,L100,TP100,0
2432,S11597,T1023,0.7,L100,TP120,2
2433,S11598,T1023,12.25,L100,TP120,2
2434,S11599,T1003,79.67,L100,TP100,2
2435,S10601,T1013,22.62,L102,TP108,2
2436,S11600,T1023,206.66,L100,TP120,2
2437,S11601,T1004,35.84,L102,TP133,2
2438,S11602,T1023,0,L100,TP120,2
2439,S10718,T1056,101,L102,TP123,0
2440,S10073,T1058,34.05,L108,TP115,0
2441,S11603,T1023,0.91,L100,TP120,2
2442,S11604,T1023,0.19,L100,TP120,2
2443,S11605,T1023,1.52,L100,TP120,2
2444,S10098,T1008,11.97,L100,TP105,2
2445,S11606,T1000,45.44,L100,TP100,2
2446,S11607,T1000,85.08,L100,TP100,2
2447,S10905,T1023,12.27,L100,TP120,0
2448,S11608,T1023,74.08,L100,TP120,2
2449,S11609,T1004,9.63,L102,TP124,2
2450,S10984,T1023,10.1,L100,TP120,0
2451,S10636,T1003,11.41,L100,TP100,0
2452,S11610,T1023,10.54,L100,TP120,2
2453,S11224,T1013,17.29,L102,TP108,2
2454,S11611,T1023,13.22,L100,TP120,2
2455,S11612,T1023,22.87,L100,TP120,2
2456,S11613,T1023,3.72,L100,TP120,2
2457,S11614,T1023,0.9,L100,TP120,2
2458,S10867,T1008,11.92,L100,TP105,2
2459,S11615,T1023,3.42,L100,TP120,2
2460,S10693,T1023,0.87,L100,TP120,0
2461,S11616,T1023,0.97,L100,TP120,2
2462,S11617,T1013,14.5,L102,TP108,2
2463,S10765,T1023,50.02,L100,TP120,0
2464,S10972,T1023,63.46,L100,TP120,0
2465,S11618,T1000,1792,L100,TP100,2
2466,S10849,T1023,1.8,L100,TP120,0
2467,S10071,T1004,137.22,L102,TP114,0
2468,S11619,T1023,0.97,L100,TP120,2
2469,S11620,T1023,1.46,L100,TP120,2
2470,S11621,T1023,10.35,L100,TP120,2
2471,S11622,T1023,3.27,L100,TP120,2
2472,S11623,T1003,59.76,L100,TP100,2
2473,S11624,T1023,0.98,L100,TP120,2
2474,S10040,T1000,0.32,L100,TP100,2
2475,S10305,T1023,9.34,L100,TP120,0
2476,S10354,T1003,40.58,L100,TP100,2
2477,S11625,T1037,70,L100,TP126,2
2478,S11626,T1023,448.47,L100,TP120,2
2479,S11627,T1023,7.14,L100,TP120,2
2480,S11628,T1000,65.69,L100,TP100,2
2481,S11629,T1023,1.9,L100,TP120,2
2482,S11630,T1023,375.56,L100,TP120,2
2483,S11631,T1023,0.16,L100,TP120,2
2484,S10718,T1056,101,L102,TP123,0
2485,S10578,T1013,6.7,L102,TP108,2
2486,S11632,T1023,9.1,L100,TP120,2
2487,S10644,T1023,15.06,L100,TP120,0
2488,S10649,T1023,41.1,L100,TP120,0
2489,S11633,T1023,0,L100,TP120,2
2490,S11634,T1023,4.37,L100,TP120,2
2491,S11635,T1023,19.39,L100,TP120,2
2492,S11636,T1023,16.55,L100,TP120,2
2493,S11637,T1023,22.39,L100,TP120,0
2494,S11638,T1023,4.57,L100,TP120,2
2495,S11639,T1146,10,L145,TP126,2
2496,S11088,T1013,7.48,L102,TP108,2
2497,S11640,T1023,13.3,L100,TP120,2
2498,S11641,T1023,2.67,L100,TP120,2
2499,S10073,T1069,2.99,L124,TP117,0
2500,S11642,T1013,8.88,L102,TP108,2
2501,S11039,T1023,56.48,L100,TP120,0
2502,S11280,T1013,18.65,L102,TP108,2
2503,S10813,T1023,23.76,L100,TP120,0
2504,S11643,T1046,137,L106,TP108,2
2505,S10085,T1008,11.91,L100,TP105,2
2506,S10085,T1008,11.99,L100,TP105,2
2507,S11644,T1003,26.33,L100,TP100,2
2508,S11645,T1023,296.93,L100,TP120,2
2509,S10773,T1023,0.54,L100,TP120,2
2510,S11646,T1023,3.44,L100,TP120,2
2511,S10835,T1023,14.98,L100,TP120,0
2512,S11647,T1023,9.4,L100,TP120,2
2513,S10896,T1023,9.37,L100,TP120,0
2514,S10884,T1023,11.57,L100,TP120,0
2515,S11648,T1023,3.75,L100,TP120,2
2516,S11649,T1023,16.31,L100,TP120,2
2517,S11650,T1004,75.5,L102,TP161,2
2518,S11651,T1023,1.77,L100,TP120,2
2519,S11652,T1023,2.22,L100,TP120,2
2520,S11653,T1023,8.5,L100,TP120,2
2521,S11654,T1023,18.69,L100,TP120,2
2522,S11655,T1023,3.74,L100,TP120,2
2523,S11656,T1003,21.7,L100,TP100,2
2524,S11657,T1000,71.97,L100,TP100,2
2525,S11658,T1000,27.74,L100,TP100,2
2526,S11659,T1023,1.3,L100,TP120,2
2527,S10825,T1023,9.32,L100,TP120,0
2528,S10752,T1023,9.38,L100,TP120,0
2529,S10601,T1013,3,L102,TP108,2
2530,S11660,T1023,0.1,L100,TP120,2
2531,S11661,T1105,3,L134,TP114,2
2532,S11662,T1023,40.09,L100,TP120,2
2533,S11663,T1023,7.85,L100,TP120,2
2534,S11664,T1023,1.92,L100,TP120,2
2535,S11665,T1023,53.64,L100,TP120,2
2536,S11666,T1023,0.3,L100,TP120,2
2537,S10897,T1023,56.09,L100,TP120,0
2538,S11667,T1023,4.02,L100,TP120,2
2539,S11668,T1023,235,L100,TP120,2
2540,S10085,T1008,11.95,L100,TP105,2
2541,S10131,T1032,143.95,L102,TP123,2
2542,S10934,T1023,3.75,L100,TP120,2
2543,S11669,T1023,3.07,L100,TP120,2
2544,S11670,T1147,69.97,L106,TP112,2
2545,S11671,T1016,20,L106,TP111,2
2546,S11672,T1012,10.86,L105,TP106,2
2547,S11673,T1015,1,L100,TP110,2
2548,S11674,T1041,76,L100,TP102,2
2549,S11675,T1008,11.9,L100,TP105,2
2550,S11676,T1003,219.88,L100,TP100,2
2551,S11677,T1000,971.66,L100,TP100,2
2552,S11678,T1000,134.7,L100,TP100,2
2553,S11679,T1148,130.57,L110,TP161,2
2554,S11680,T1008,11.96,L100,TP105,2
2555,S11675,T1008,11.97,L100,TP105,2
2556,S11681,T1038,1.07,L102,TP125,2
2557,S11203,T1008,11.92,L100,TP105,2
2558,S11682,T1000,27.01,L100,TP100,2
2559,S11683,T1000,354.55,L100,TP100,2
2560,S11203,T1008,11.91,L100,TP105,2
2561,S11203,T1008,11.94,L100,TP105,2
2562,S11684,T1029,172.07,L110,TP102,2
2563,S11685,T1037,1222,L100,TP126,2
2564,S11686,T1025,8,L102,TP128,2
2565,S11687,T1080,2141.8,L110,TP100,2
2566,S11688,T1015,8,L100,TP110,2
2567,S11689,T1003,9.01,L100,TP100,2
2568,S11690,T1000,105.54,L100,TP100,2
2569,S11691,T1000,185.2,L100,TP100,2
2570,S10073,T1013,9,L102,TP108,0
2571,S10073,T1013,8,L102,TP108,0
2572,S10073,T1038,80.56,L102,TP125,1
2573,S10073,T1038,80.56,L102,TP125,0
2574,S11692,T1030,46.3,L100,TP103,2
2575,S11203,T1008,11.95,L100,TP105,2
2576,S11693,T1013,56,L102,TP108,2
2577,S10037,T1000,72.75,L100,TP100,2
2578,S11694,T1038,3,L102,TP125,2
2579,S10073,T1038,8,L102,TP125,0
2580,S10073,T1038,0,L102,TP125,1
2581,S11695,T1002,40,L100,TP102,2
2582,S11696,T1000,53.36,L100,TP100,2
2583,S11697,T1003,15.62,L100,TP100,0
2584,S11698,T1149,16.05,L100,TP116,0
2585,S11699,T1149,30,L100,TP116,0
2586,S11700,T1003,19.93,L100,TP100,0
2587,S11700,T1000,20.9,L100,TP100,0
2588,S11700,T1000,32.07,L100,TP100,0
2589,S11700,T1000,22.42,L100,TP100,0
2590,S11700,T1000,17.8,L100,TP100,0
2591,S11700,T1003,56.1,L100,TP100,0
2592,S11701,T1000,14.34,L100,TP100,0
2593,S11701,T1000,14.31,L100,TP100,0
2594,S11701,T1000,14.36,L100,TP100,0
2595,S11702,T1136,340,L106,TP111,0
2596,S11702,T1136,360,L106,TP111,0
2597,S11703,T1000,23.48,L100,TP100,0
2598,S11704,T1000,33.72,L100,TP100,0
2599,S11705,T1003,18.19,L100,TP100,0
2600,S11706,T1000,18.15,L100,TP100,2
2601,S11707,T1004,14.6,L102,TP162,2
2602,S11708,T1086,8,L102,TP141,2
2603,S11325,T1008,80,L100,TP105,2
2604,S11709,T1000,109.32,L100,TP100,2
2605,S11677,T1000,25.62,L100,TP100,2
2606,S11710,T1150,3.28,L102,TP151,2
2607,S10638,T1151,1.04,L146,TP163,2
2608,S11711,T1025,4.94,L102,TP151,2
2609,S11712,T1004,1,L102,TP116,2
2610,S11713,T1130,154.84,L106,TP102,2
2611,S11714,T1026,10.9,L110,TP100,2
2612,S11714,T1026,10.97,L110,TP100,2
2613,S11715,T1000,113.76,L100,TP100,2
2614,S11716,T1002,56,L100,TP102,2
2615,S10901,T1041,62,L100,TP102,0
2616,S11717,T1004,9.49,L102,TP154,2
2617,S11718,T1004,25.7,L102,TP160,2
2618,S11278,T1111,20.55,L102,TP125,0
2619,S11719,T1000,9.43,L100,TP100,2
2620,S11720,T1002,66,L100,TP102,2
2621,S11721,T1000,29.8,L100,TP100,2
2622,S11188,T1002,54,L100,TP102,2
2623,S10020,T1000,124.94,L100,TP100,0
2624,S10020,T1000,124.95,L100,TP100,0
2625,S11722,T1017,4.94,L100,TP112,2
2626,S11436,T1152,95.3,L147,TP131,0
2627,S11436,T1152,95.2,L147,TP131,0
2628,S10077,T1008,50,L100,TP105,2
2629,S11723,T1000,8.08,L100,TP100,2
2630,S11724,T1003,19.65,L100,TP100,2
2631,S11725,T1000,165.9,L100,TP100,2
2632,S11726,T1000,260.94,L100,TP100,2
2633,S10592,T1008,11.95,L100,TP105,2
2634,S10592,T1008,11.95,L100,TP105,2
2635,S11727,T1022,2.9,L102,TP118,2
2636,S11728,T1003,69.7,L100,TP100,2
2637,S10324,T1008,40,L100,TP105,2
2638,S10077,T1008,80,L100,TP105,2
2639,S11729,T1022,3,L102,TP118,2
2640,S11730,T1104,44.19,L148,TP112,2
2641,S11731,T1000,652.71,L100,TP100,2
2642,S11108,T1002,54,L100,TP102,2
2643,S11732,T1000,346.97,L100,TP100,2
2644,S11733,T1080,210.55,L110,TP100,2
2645,S11734,T1003,116.89,L100,TP100,2
2646,S11203,T1008,11.95,L100,TP105,2
2647,S10592,T1008,11.98,L100,TP105,2
2648,S11203,T1008,11.94,L100,TP105,2
2649,S11735,T1042,41.98,L113,TP112,1
2650,S11735,T1042,41.91,L113,TP112,0
2651,S11203,T1008,11.95,L100,TP105,2
2652,S10324,T1008,80,L100,TP105,2
2653,S11203,T1008,11.97,L100,TP105,2
2654,S11736,T1000,33.13,L100,TP100,2
2655,S11737,T1000,314.29,L100,TP100,2
2656,S11738,T1151,9.94,L146,TP163,2
2657,S11739,T1000,137.22,L100,TP100,2
2658,S11740,T1000,68.15,L100,TP100,2
2659,S11741,T1153,5,L106,TP139,2
2660,S10324,T1008,30,L100,TP105,2
2661,S11742,T1008,0,L100,TP105,2
2662,S11162,T1154,15.11,L149,TP104,0
2663,S11162,T1154,15.15,L149,TP104,0
2664,S10592,T1008,11.94,L100,TP105,2
2665,S10592,T1008,11.99,L100,TP105,2
2666,S11743,T1023,3,L100,TP120,2
2667,S11744,T1003,23.07,L100,TP100,2
2668,S11745,T1023,1,L100,TP120,2
2669,S11706,T1000,11.68,L100,TP100,2
2670,S11746,T1003,106.38,L100,TP100,2
2671,S11747,T1003,49.72,L100,TP100,2
2672,S10694,T1023,11.69,L100,TP120,0
2673,S10926,T1023,5,L100,TP120,2
2674,S11748,T1023,0,L100,TP120,2
2675,S11749,T1095,95.86,L100,TP111,2
2676,S11750,T1013,14.07,L102,TP108,2
2677,S11751,T1003,0.8,L100,TP100,2
2678,S11752,T1023,5,L100,TP120,2
2679,S10949,T1023,54.04,L100,TP120,0
2680,S11753,T1023,56.91,L100,TP120,2
2681,S10732,T1023,3.14,L100,TP120,0
2682,S11361,T1046,110,L106,TP108,2
2683,S11014,T1023,54,L100,TP120,0
2684,S10030,T1002,56,L100,TP102,2
2685,S10625,T1023,1367.88,L100,TP120,0
2686,S10013,T1000,56.97,L100,TP100,2
2687,S11754,T1037,20,L100,TP126,2
2688,S11754,T1037,90,L100,TP126,2
2689,S10568,T1023,15.07,L100,TP120,0
2690,S10287,T1023,43.44,L100,TP120,0
2691,S11755,T1000,30,L100,TP100,2
2692,S11756,T1015,0,L100,TP110,2
2693,S10631,T1023,8.03,L100,TP120,0
2694,S11757,T1013,8,L102,TP108,2
2695,S11001,T1023,8.59,L100,TP120,0
2696,S11758,T1023,4.36,L100,TP120,2
2697,S11759,T1023,17.35,L100,TP120,2
2698,S11760,T1000,121.13,L100,TP100,2
2699,S11761,T1061,106.4,L100,TP116,2
2700,S11762,T1000,56,L100,TP100,2
2701,S11763,T1023,124.87,L100,TP120,2
2702,S11764,T1023,8,L100,TP120,2
2703,S10864,T1023,15,L100,TP120,0
2704,S11765,T1003,71.28,L100,TP100,2
2705,S11766,T1023,7,L100,TP120,2
2706,S11767,T1004,10.94,L102,TP105,2
2707,S10904,T1023,9.36,L100,TP120,0
2708,S11768,T1037,1224,L100,TP126,2
2709,S11769,T1086,6,L102,TP141,2
2710,S11770,T1000,312.95,L100,TP100,2
2711,S11771,T1013,15.31,L102,TP108,2
2712,S10386,T1002,57,L100,TP102,2
2713,S11772,T1023,12.21,L100,TP120,2
2714,S11773,T1000,48.15,L100,TP100,2
2715,S10288,T1023,7.48,L100,TP120,0
2716,S11774,T1000,138.42,L100,TP100,2
2717,S10030,T1002,51,L100,TP102,2
2718,S11775,T1155,19.9,L150,TP117,2
2719,S11776,T1023,7,L100,TP120,2
2720,S11777,T1002,57,L100,TP102,2
2721,S11695,T1002,30,L100,TP102,2
2722,S11778,T1002,51,L100,TP102,2
2723,S10030,T1002,54,L100,TP102,2
2724,S10595,T1023,26.6,L100,TP120,0
2725,S10172,T1002,56,L100,TP102,2
2726,S11779,T1003,1639.75,L100,TP100,2
2727,S11780,T1023,9.38,L100,TP120,2
2728,S10816,T1023,54.09,L100,TP120,0
2729,S11781,T1029,631.7,L110,TP102,2
2730,S10168,T1002,56,L100,TP102,2
2731,S11782,T1023,4,L100,TP120,2
2732,S10851,T1023,15.07,L100,TP120,0
2733,S10810,T1023,28.84,L100,TP120,0
2734,S10777,T1023,11.53,L100,TP120,0
2735,S11783,T1023,4,L100,TP120,2
2736,S11784,T1023,7,L100,TP120,2
2737,S11785,T1061,225,L100,TP116,1
2738,S11785,T1061,228,L100,TP116,0
2739,S11786,T1023,1.11,L100,TP120,2
2740,S11785,T1061,900,L100,TP116,0
2741,S11785,T1061,930,L100,TP116,0
2742,S11677,T1000,66.99,L100,TP100,2
2743,S11787,T1023,1.63,L100,TP120,2
2744,S11785,T1061,950,L100,TP116,0
2745,S11010,T1023,1.53,L100,TP120,0
2746,S10598,T1023,11.56,L100,TP120,0
2747,S10506,T1000,91.93,L100,TP100,2
2748,S11788,T1003,16.16,L100,TP100,2
2749,S11789,T1003,44.77,L100,TP100,2
2750,S10066,T1000,10.8,L100,TP100,2
2751,S11790,T1023,16.33,L100,TP120,2
2752,S11791,T1023,2.98,L100,TP120,2
2753,S11792,T1023,3.58,L100,TP120,2
2754,S10168,T1002,57,L100,TP102,2
2755,S11793,T1023,1,L100,TP120,2
2756,S10709,T1023,15.04,L100,TP120,0
2757,S11794,T1003,17.45,L100,TP100,2
2758,S11795,T1156,90,L106,TP109,2
2759,S11796,T1157,6,L110,TP158,2
2760,S11797,T1026,2.6,L110,TP100,2
2761,S11798,T1023,8.58,L100,TP120,2
2762,S11799,T1000,75.94,L100,TP100,2
2763,S11800,T1117,440.88,L110,TP106,2
2764,S11801,T1023,12.29,L100,TP120,2
2765,S11802,T1158,9,L100,TP153,2
2766,S10179,T1023,21.87,L100,TP120,0
2767,S11803,T1023,14.96,L100,TP120,2
2768,S10818,T1023,30.29,L100,TP120,0
2769,S10643,T1023,119.36,L100,TP120,0
